abstract_deadline,date,deadline,full_name,link,name,note,location,timezone,rank
None,July 12-16 2027,2026-12-11 23:59,ACM Asia Conference on Computer and Communications Security,https://asiaccs2027.cityu.edu.mo/home/index.html,ACM ASIACCS 2027,"Early Reject - Septemeber 25, February 05. Notification - November 13, March 31.","Macau, China",Unknown,A
None,December 07-11 2026,2026-05-26 23:59,Annual Computer Security Applications Conference,https://www.acsac.org/2026,ACSAC 2026,Early Reject - July 13. Notification - September 08.,"Los Angeles, California",Unknown,A
None,December 07-11 2026,2026-05-22 11:59,International Conference on the Theory and Application of Cryptology and Information Security,https://asiacrypt.iacr.org/2026/,ASIACRYPT 2026,Early Reject - July 17. Notification - August 14.,Hong Kong,Unknown,A
None,October 11-15 2026,2025-07-15 23:59,Cryptographic Hardware and Embedded Systems,https://ches.iacr.org/2026/,CHES 2026,Notification in two months. Long paper requires pre-approval.,Turkey,Unknown,A
None,October 11-15 2026,2025-10-15 23:59,Cryptographic Hardware and Embedded Systems,https://ches.iacr.org/2026/,CHES 2026,Notification in two months. Long paper requires pre-approval.,Turkey,Unknown,A
None,October 11-15 2026,2026-01-15 23:59,Cryptographic Hardware and Embedded Systems,https://ches.iacr.org/2026/,CHES 2026,Notification in two months. Long paper requires pre-approval.,Turkey,Unknown,A
None,October 11-15 2026,2026-04-15 23:59,Cryptographic Hardware and Embedded Systems,https://ches.iacr.org/2026/,CHES 2026,Notification in two months. Long paper requires pre-approval.,Turkey,Unknown,A
May 27,November 09-13 2026,2026-06-01 23:59,International Symposium on Distributed Computing,https://www.disc-conference.org/wp/disc2026/,DISC 2026,Includes Brief Announcements. Notification - August 05.,"Rome, Italy",Unknown,A
None,September 14-18 2026,2026-01-09 23:59,European Symposium on Research in Computer Security,https://sites.google.com/di.uniroma1.it/esorics2026/,ESORICS 2026,"Notification - March 24, June 12.","Rome, Italy",Unknown,A
None,September 14-18 2026,2026-04-21 23:59,European Symposium on Research in Computer Security,https://sites.google.com/di.uniroma1.it/esorics2026/,ESORICS 2026,"Notification - March 24, June 12.","Rome, Italy",Unknown,A
"May 08, September 18",April 13-16 2026,2025-05-15 23:59,The European Conference on Computer Systems,https://2026.eurosys.org,EuroSys 2026,"Notification - August 22, January 30",Edinburgh,Unknown,A
"May 08, September 18",April 13-16 2026,2025-09-25 23:59,The European Conference on Computer Systems,https://2026.eurosys.org,EuroSys 2026,"Notification - August 22, January 30",Edinburgh,Unknown,A
None,March 02-06 2026,2025-09-16 23:59,Financial Cryptography and Data Security,https://fc26.ifca.ai,FC 2026,Notification - November 24.,St. Kitts,Unknown,A
None,July 26-29 2026,2025-07-24 23:59,IEEE Computer Security Foundations Symposium,https://www.ieee-security.org/TC/CSF2026/,IEEE CSF 2026,"co-located with FLoC 2026. Notification - September 25, December 11, April 01.",Lisbon Portugal,Unknown,A
None,July 26-29 2026,2025-10-09 23:59,IEEE Computer Security Foundations Symposium,https://www.ieee-security.org/TC/CSF2026/,IEEE CSF 2026,"co-located with FLoC 2026. Notification - September 25, December 11, April 01.",Lisbon Portugal,Unknown,A
None,July 26-29 2026,2026-01-29 23:59,IEEE Computer Security Foundations Symposium,https://www.ieee-security.org/TC/CSF2026/,IEEE CSF 2026,"co-located with FLoC 2026. Notification - September 25, December 11, April 01.",Lisbon Portugal,Unknown,A
November 13,July 06-10 2026,2025-11-20 23:59,IEEE European Symposium on Security and Privacy,https://www.ieee-security.org/TC/EuroSP2026/,IEEE Euro S&P 2026,Notification - March 05.,"Lisbon, Portugal",Unknown,A
January 07,July 22-25 2026,2026-01-14 23:59,IEEE International Conference on Distributed Computing Systems,https://icdcs2026.icdcs.org,IEEE ICDCS 2026,Notification - April 02.,South Korea,Unknown,A
September 04,January 27-30 2026,2025-09-06 11:59,Innovations in Theoretical Computer Science,http://itcs-conf.org/,ITCS 2026,Notification - November 10.,Bocconi University,Unknown,A
None,July 15-20 2027,2026-05-31 23:59,Privacy Enhancing Technologies Symposium,https://petsymposium.org/cfp27.php,PETS 2027,"Notifications - 1st of August, November, February, May.","Calgary, Canada",Unknown,A
None,July 15-20 2027,2026-08-31 23:59,Privacy Enhancing Technologies Symposium,https://petsymposium.org/cfp27.php,PETS 2027,"Notifications - 1st of August, November, February, May.","Calgary, Canada",Unknown,A
None,July 15-20 2027,2026-11-30 23:59,Privacy Enhancing Technologies Symposium,https://petsymposium.org/cfp27.php,PETS 2027,"Notifications - 1st of August, November, February, May.","Calgary, Canada",Unknown,A
None,July 15-20 2027,2027-02-28 23:59,Privacy Enhancing Technologies Symposium,https://petsymposium.org/cfp27.php,PETS 2027,"Notifications - 1st of August, November, February, May.","Calgary, Canada",Unknown,A
February 12,August 23-26 2026,2026-02-19 23:59,Symposium on Usable Privacy and Security,https://soups.page,SOUPS 2026,Notification - May 19.,"Hannover, Germany",Unknown,A
None,July 06-09 2026,2025-11-27 23:59,Australasian Conference on Information Security and Privacy,https://acisp.org,ACISP 2026,"Notification - January 15, April 16.","Perth, Australia",Unknown,B
None,July 06-09 2026,2026-02-26 23:59,Australasian Conference on Information Security and Privacy,https://acisp.org,ACISP 2026,"Notification - January 15, April 16.","Perth, Australia",Unknown,B
None,June 30 - July 03 2026,2025-11-18 23:59,Security and Privacy in Wireless and Mobile Networks,https://wisec26.events.cispa.de,ACM WiSec 2026,"Notification - January 13, April 14.","Saarbrücken, Germany",Unknown,B
None,June 30 - July 03 2026,2026-03-03 23:59,Security and Privacy in Wireless and Mobile Networks,https://wisec26.events.cispa.de,ACM WiSec 2026,"Notification - January 13, April 14.","Saarbrücken, Germany",Unknown,B
None,June 28 - July 01 2027,2026-09-26 23:59,International Conference on Applied Cryptography and Network Security,https://acns2027.isg.rhul.ac.uk,ACNS 2027,"Notification - November 20, March 19.","Royal Holloway, University of London, UK",Unknown,B
None,June 28 - July 01 2027,2027-01-23 23:59,International Conference on Applied Cryptography and Network Security,https://acns2027.isg.rhul.ac.uk,ACNS 2027,"Notification - November 20, March 19.","Royal Holloway, University of London, UK",Unknown,B
March 02,August 24-27 2026,2026-03-09 23:59,"International Conference on Availability, Reliability and Security",https://www.ares-conference.eu,ARES 2026,Short paper and SoKs. Notification - May 13.,"Linköping, Sweden",Unknown,B
None,November 23-25 2026,2026-06-10 23:59,International Conference on Cryptology and Network Security,https://uow-ic2.github.io/cans2026/index.html,CANS 2026,Notification - August 10.,"Wollongong, Australia",Unknown,B
None,March 23-26 2026,2025-10-24 23:59,RSA Conference Cryptographers’ Track,https://conference.wsu.edu/ct-rsa-2026/,CT-RSAC 2026,Notification - December 03.,"San Francisco, CA, USA",Unknown,B
None,June 28 - July 03 2026,2026-01-16 23:59,IEEE International Symposium on Information Theory,https://2026.ieee-isit.org,IEEE ISIT 2026,Notification - April 01.,"Guangzhou, China",Unknown,B
None,September 29-October 03 2025,2025-04-18 23:59,IEEE Information Theory Workshop,http://www.ieee-itw2025.org,IEEE ITW 2025,Notification - June 27.,"Sydney, Australia",Unknown,B
None,May 25-28 2026,2025-10-24 23:59,International Conference on Practice and Theory of Public Key Cryptography,https://pkc.iacr.org/2026/,PKC 2026,Early Reject - December 16. Notification - February 13.,"West Palm Beach, USA",Unknown,B
None,August 26-28 2026,2026-02-02 23:59,Conference on Selected Areas in Cryptography,https://sacworkshop.org/SAC26/,SAC 2026,"Notification - March 19, June 25","Ottawa, Ontario",Unknown,B
None,August 26-28 2026,2026-05-11 23:59,Conference on Selected Areas in Cryptography,https://sacworkshop.org/SAC26/,SAC 2026,"Notification - March 19, June 25","Ottawa, Ontario",Unknown,B
None,November 10-13 2026,2025-05-19 23:59,Theory of Cryptography Conference,https://tcc.iacr.org/2026/,TCC 2026,Notification - August 28.,"New York City, USA",Unknown,B
None,July 16-18 2026,2026-03-23 23:59,International Conference on Information Security and Cryptography,https://secrypt.scitevents.org,SECRYPT 2026,"Notification - April 30, May 22. Position Papers in April deadline.","Porto, Portugal",Unknown,C
None,July 16-18 2026,2026-04-16 23:59,International Conference on Information Security and Cryptography,https://secrypt.scitevents.org,SECRYPT 2026,"Notification - April 30, May 22. Position Papers in April deadline.","Porto, Portugal",Unknown,C
None,January 06-09 2026,2025-07-25 23:59,International Conference on Distributed Computing and Networking,https://sites.google.com/view/icdcn2026/,ICDCN 2026,Notification - September 27.,"Nara, Japan",Unknown,Not Ranked
None,December 16-20 2025,2025-07-25 23:59,International Conference on Information Systems Security,https://iciss.isrdc.in,ICISS 2025,Notification - September 30. August deadline for Industry/Demo.,"Indore, India",Unknown,Not Ranked
None,December 16-20 2025,2025-08-10 23:59,International Conference on Information Systems Security,https://iciss.isrdc.in,ICISS 2025,Notification - September 30. August deadline for Industry/Demo.,"Indore, India",Unknown,Not Ranked
None,December 13-16 2026,2026-08-15 23:59,International Conference on Cryptology in India,https://www.indocrypt2025.in,INDOCRYPT 2026,Notification - October 10.,"Bengaluru, India",Unknown,Not Ranked
None,September 14-16 2026,2026-02-28 23:59,Conference on Security and Cryptography for Networks,https://scn.unisa.it/scn26/,SCN 2026,Notification - April 28. Occurs once in two years.,"Amalfy, Italy",Unknown,Not Ranked
"Feb 06, July 07.",November 18-20 2026,2026-02-13 23:59,ACM Symposium on Cloud Computing,https://acmsocc.org/2026/papers.html,ACM SoCC 2026,"Notification - April 29, September 26.",Singapore,Unknown,Not Ranked
"Feb 06, July 07.",November 18-20 2026,2026-07-14 23:59,ACM Symposium on Cloud Computing,https://acmsocc.org/2026/papers.html,ACM SoCC 2026,"Notification - April 29, September 26.",Singapore,Unknown,Not Ranked
None,July 08-10 2026,2026-03-01 23:59,International Conference on Cryptology,https://www.africacrypt2026.tn,AfricaCrypt 2026,Notification - April 20.,"Hammamet, Tunisia",Unknown,Not Ranked
None,July 06 - 11 2025,2024-09-13 23:59,European Cryptology Conference,https://simula-uib.com/arcticcrypt2025/,ArcticCrypt 2025,Notification - October 23.,Longyearbyen,Unknown,Not Ranked
None,October 27-30 2026,2026-06-01 23:59,International Conference on Federated Learning Technologies and Applications,https://flta-conference.org/flta-2026/,FLTA 2026,Notification - July 29.,"Paris, France",Unknown,Not Ranked
None,August 15-16 2026,2026-03-16 23:59,Information-Theoretic Cryptography,https://itcrypto.github.io/2026/index.html,ITC 2026,Notification - May 08.,"Santa Barbara, CA, USA",Unknown,Not Ranked
None,September 08-11 2025,2025-05-05 23:59,IEEE Conference on Communications and Network Security,https://cns2025.ieee-cns.org,IEEE CNS 2025,Notification - July 07.,"Avignon, France",Unknown,Not Ranked
None,October 01-03 2025,2025-05-16 23:59,International Conference On Cryptology And Information Security In Latin America,https://ciencias.medellin.unal.edu.co/eventos/latincrypt/,LATINCRYPT 2025,Notification - July 18.,"Medellín, Colombia",Unknown,Not Ranked
None,October 17 2025,2025-07-08 23:59,The ACM Cloud Computing Security Workshop,https://ccsw.io,ACM CCSW 2025,Notification - August 12. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,October 17 2025,2025-07-03 23:59,Workshop on Artificial Intelligence and Security,https://aisec.cc,AISec 2025,Notification - August 10. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,June 02 2026,2026-01-20 23:59,ACM ASIA Public-Key Cryptography Workshop,https://iseclab.ec.t.kanazawa-u.ac.jp/en/APKC2026.html,APKC 2026,Notification - March 30. Has proceedings.,"Bangalore, India",Unknown,Not Ranked
None,October 17 2025,2025-06-30 23:59,Workshop on CPS&IoT Security and Privacy,https://cpsiotsec2025.github.io,CPSIoTSec 2025,Notification - August 08. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,June 02 2026,2026-01-31 23:59,ACM Cyber-Physical System Security Workshop,https://cpss26.github.io,CPSS 2026,Notification - March 15. Has proceedings.,"Bangalore, India",Unknown,Not Ranked
None,March 08 2026,2025-11-01 23:59,Annual FHE.org Conference on Fully Homomorphic Encryption,https://fhe.org/conferences/conference-2026,FHE Conference 2026,Notification - December 19.,"Taipei, Taiwan",Unknown,Not Ranked
None,June 02 2026,2026-02-22 23:59,Secure and Efficient Federated Learning,https://federated-learning.org/fl-asiaccs-2026/,FL-AsiaCCS 2026,Notification - March 22. Has proceedings.,"Bangalore, India",Unknown,Not Ranked
None,October 13 2025,2025-07-11 23:59,Workshop on Large AI Systems and Models with Privacy and Security Analysis,https://lamps-ccs.github.io/home/,LAMPS 2025,Notification - August 15. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,June 02 2026,2026-03-20 23:59,Privacy in Large Language Models (LLM) and Natural Language Processing (NLP),https://sites.google.com/view/lm-shield2026/,LM-SHIELD 2026,Notification - March 16. Has proceedings.,"Bangalore, India",Unknown,Not Ranked
None,October 27 2026,2026-08-02 23:59,Workshop on Federated Learning for Industry,https://fedlearn-hub.github.io,FL4Industry 2026,Notification - September 05.,"Paris, France",Unknown,Not Ranked
None,January 26 2026,2025-10-24 23:59,AAAI Workshop on Federated Learning For Critical Applications,https://sites.google.com/view/flca,FLCA 2026,Notification - November 07.,Singapore,Unknown,Not Ranked
None,May 18 2026,2026-03-02 23:59,MPC Security in Practice,https://mpcinthewild.github.io,MPC Security in Practice 2026,Notification - March 31. Internship application deadline - Jan 07.,"Aarhus, Denmark",Unknown,Not Ranked
None,August 17 2025,2025-06-15 23:59,Privacy-Preserving Machine Learning Workshop,https://crypto-ppml.github.io/2025/,PPML CRYPTO 2025,Notification - June 22,"Santa Barbara, USA",Unknown,Not Ranked
None,April 05-07 2027,2026-11-16 23:59,Real World Crypto,https://rwc.iacr.org/2027/,RWC 2027,Notification - January 10.,Seattle,Unknown,Not Ranked
None,April 05-07 2028,2027-11-16 23:59,Real World Crypto,https://rwc.iacr.org/2028/,RWC 2028,Notification - January 10.,"Bochum, Germany",Unknown,Not Ranked
None,March 07 2026,2026-01-31 23:59,Real World MPC,https://www.mpcalliance.org/rwmpc-2026,RWMPC 2026,Notification - February 13.,"Taipei, Taiwan",Unknown,Not Ranked
None,September 25-26 2025,2025-07-07 23:59,Workshop on Security and Artificial Intelligence,https://sites.google.com/view/secai2025/home,SECAI 2025,Notification - August 07. Has proceedings.,"Toulouse, France",Unknown,Not Ranked
None,May 31 2026,2026-03-12 23:59,Workshop on Secure and Private Data Management,https://sequredb.github.io,SeQureDB 2026,"Notification - March 31. Differential privacy, private data analytics.","Bengaluru, India",Unknown,Not Ranked
None,October 13 2025,2025-06-27 23:59,Workshop on Encrypted Computing & Applied Homomorphic Cryptography,https://homomorphicencryption.org/wahc-2025/,WAHC 2025,Notification - August 08. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,October 13 2025,2025-07-07 23:59,Workshop on Privacy in the Electronic Society,http://jianying.space/WPES2025/,WPES 2025,Notification - August 16. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,June 01-06 2026,2026-02-07 23:59,ACM Asia Conference on Computer and Communications Security,https://asiaccs2026.cse.iitkgp.ac.in/,ACM ASIACCS 2026,Notification - March 07. Has proceedings.,"Bangalore, India",Unknown,Not Ranked
None,October 13-17 2025,2025-07-11 23:59,ACM Conference on Computer and Communications Security,https://www.sigsac.org/ccs/CCS2025/call-for-posters-and-demos/,ACM CCS 2025,Notifications - August 04. Has proceedings.,"Taipei, Taiwan",Unknown,Not Ranked
None,December 07-11 2026,2026-09-13 23:59,Annual Computer Security Applications Conference,https://www.acsac.org/2026/submissions/posters/,ACSAC 2026,Rolling notification.,"Los Angeles, California",Unknown,Not Ranked
None,September 14-18 2025,2025-07-07 23:59,Cryptographic Hardware and Embedded Systems,https://ches.iacr.org/2025/callforposters.php,CHES 2025,Notification - August 11.,"Kuala Lumpur, Malaysia",Unknown,Not Ranked
None,June 30 - July 04 2025,2025-04-30 23:59,IEEE European Symposium on Security and Privacy,https://www.ieee-security.org/TC/EuroSP2025/cfposters.html,IEEE Euro S&P 2025,Notification - May 21. No proceedings.,Venice,Unknown,Not Ranked
None,May 18-21 2026,2026-03-20 23:59,IEEE Symposium on Security and Privacy,https://sp2026.ieee-security.org/cfposters.html,IEEE S&P 2026,Notification - March 30. No proceedings.,"San Francisco, California, USA",Unknown,Not Ranked
None,February 23-27 2026,2026-01-20 23:59,Network and Distributed System Security Symposium,https://www.ndss-symposium.org/ndss2026/submissions/call-for-posters/,NDSS 2026,Notification - February 03.,"San Diego, CA, USA",Unknown,Not Ranked
None,July 14-19 2025,2025-06-01 23:59,Privacy Enhancing Technologies Symposium,https://petsymposium.org/2025/cfposters.php,PoPETS 2025,Submit before May 13 if you need a Visa to attend PETS.,"Washington, DC (Hybrid)",Unknown,Not Ranked
None,October 19-26 2026,2026-06-15 23:59,Federated Machine Learning International Summer School at FLTA,https://school.flta-conference.org,Federated Machine Learning International Summer School 2026,"Interactive lectures, hands-on labs, and real-world applications of Federated Learning.","Paris, France",Unknown,Not Ranked
None,February 02-05 2026,2026-01-19 23:59,Winter School on Cryptography and Machine Learning,https://ai4i.it/ias-winter-school-2026/,IAS Winter School 2026,Free registration with financial support.,"Turin, Italy",Unknown,Not Ranked
None,June 23-25 2026,2026-06-15 23:59,The Real World AI Security conference,https://seclab.stanford.edu/RealWorldAIsec/,Real World AI Security 2026,Covers the most impactful AI security results of the year.,Stanford University,Unknown,Not Ranked
None,June 01-02 2026,2026-02-18 23:59,Theory and Practice of Differential Privacy,https://tpdp.journalprivacyconfidentiality.org/2026/,TPDP 2026,Notification - April 02.,"Boston, USA",Unknown,Not Ranked
None,May 18-21 2026,2026-03-02 23:59,Theory and Practice of Multi-Party Computation Workshop,https://www.multipartycomputation.com/tpmpc-2026,TPMPC 2026,Notification - March 31.,"Aarhus, Denmark",Unknown,Not Ranked
July 25,January 20-27 2027,2026-08-01 23:59,Conference on Artificial Intelligence,https://aaai.org/conference/aaai/aaai-27/,AAAI 2027,Notification - November 03. Early Reject - September 08.,"Montreal, Canada",Unknown,A*
None,December 01-04 2026,2026-05-30 23:59,Asian Conference on Machine Learning,https://www.acml-conf.org/2026/,ACML 2026,Journal (May) and Conference (June) tracks. Notification - September 01. One author as mandatory reviewer.,"Melbourne, Australia",Unknown,C
None,December 01-04 2026,2026-06-26 23:59,Asian Conference on Machine Learning,https://www.acml-conf.org/2026/,ACML 2026,Journal (May) and Conference (June) tracks. Notification - September 01. One author as mandatory reviewer.,"Melbourne, Australia",Unknown,C
March 05,September 07-11 2026,2026-03-12 23:59,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,https://ecmlpkdd.org/2026/,ECMLPKDD 2026,Notification - May 27. Applied Data Science and Industrial Tracks.,"Naples, Italy",Unknown,A
None,September 07-11 2026,2026-04-26 23:59,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,https://ecmlpkdd.org/2026/,ECMLPKDD (Industrial) 2026,Notification - May 27.,"Naples, Italy",Unknown,A
September 19,April 24-28 2026,2025-09-24 23:59,International Conference on Learning Representations,https://iclr.cc/Conferences/2026,ICLR 2026,Notification - January 22.,Brazil,Unknown,A*
January 23,July 07-12 2026,2026-01-28 23:59,International Conference on Machine Learning,https://icml.cc/Conferences/2026,ICML 2026,Special track on Position papers.,"COEX Convention & Exhibition Center, Seoul Korea",Unknown,A*
January 12,August 15-21 2026,2026-01-19 23:59,International Joint Conference on Artificial Intelligence,https://2026.ijcai.org,IJCAI-ECAI 2026,Notification - April 29. Early Reject - March 04.,"Bremen, Germany",Unknown,A*
None,March 23-25 2026,2025-09-24 23:59,IEEE Conference on Secure and Trustworthy Machine Learning,http://satml.org,IEEE SaTML 2026,Notification - December 10.,"Munich, Germany",Unknown,Not Ranked
"July 24, February 03",August 09-13 2026,2025-07-24 23:59,SIGKDD Conference on Knowledge Discovery and Data Mining,https://kdd2026.kdd.org,KDD 2026,"Notification - November 23, May 16.","Jeju, Korea",Unknown,A*
"July 24, February 03",August 09-13 2026,2026-01-28 23:59,SIGKDD Conference on Knowledge Discovery and Data Mining,https://kdd2026.kdd.org,KDD 2026,"Notification - November 23, May 16.","Jeju, Korea",Unknown,A*
May 04,December 06-12 2026,2026-05-06 07:59,Conference on Neural Information Processing Systems,https://neurips.cc/Conferences/2026,NeurIPS 2026,Notification - September 24. Evaluation and Datasets Track.,"Sydney, Australia",Unknown,A*
None,May 17-22 2026,2025-10-30 23:59,Conference on Machine Learning and Systems,https://mlsys.org/Conferences/2026,MLSys 2026,Notification - January 26. Industry Track (New),"Bellevue, WA",Unknown,Not Ranked
None,June 09-12 2026,2025-11-15 23:59,Pacific-Asia Conference on Knowledge Discovery and Data Mining,https://pakdd2026.org,PAKDD 2026,Notification - February 08.,"Hong Kong SAR, China",Unknown,B
None,December 19-21 2025,2025-07-28 14:59,Asian Hardware Oriented Security and Trust Symposium,http://asianhost.org/2025/,AsianHOST 2025,Notification - September 11.,"Nanjing, China",Unknown,Not Ranked
November 11,July 26-29 2026,2025-11-18 23:59,Design Automation Conference,https://dac.com/2026/,DAC 2026,Notification - March 09.,"Long Beach, CA",Unknown,A*
"August 19, December 01",May 04-07 2026,2025-08-26 23:59,IEEE International Symposium on Hardware Oriented Security and Trust,http://www.hostsymposium.org/index.php,IEEE HOST 2026,"Notification - October 07, January 31.","Washington DC, USA",Unknown,Not Ranked
"August 19, December 01",May 04-07 2026,2025-12-08 23:59,IEEE International Symposium on Hardware Oriented Security and Trust,http://www.hostsymposium.org/index.php,IEEE HOST 2026,"Notification - October 07, January 31.","Washington DC, USA",Unknown,Not Ranked
"November 10, December 05",June 26-30 2027,2026-11-17 23:59,International Symposium on Computer Architecture,https://iscaconf.org/isca2027,ISCA 2027,Notification - March 27. December deadline for Industrial Track.,"Raleigh, NC",Unknown,A*
"November 10, December 05",June 26-30 2027,2026-12-12 23:59,International Symposium on Computer Architecture,https://iscaconf.org/isca2027,ISCA 2027,Notification - March 27. December deadline for Industrial Track.,"Raleigh, NC",Unknown,A*
None,June 24 2026,2026-02-27 23:59,CNIL-Inria Privacy Award,https://www.cnil.fr/en/launch-10th-edition-cnil-inria-privacy-award,CNIL-Inria Privacy Award 2026,For works published between January 2023 to 2026. Notification - June 01.,"Paris, France",Unknown,Not Ranked
None,June 24 2026,2026-03-22 23:59,CNIL-Inria Privacy Day,https://www.cnil.fr/en/call-papers-privacy-research-day-june-24th-2026-paris,CNIL-Inria Privacy Research Day 2026,"Recently published, multi-disciplinary. Notification - May 04.","Paris, France",Unknown,Not Ranked
None,December 08-12 2025,2025-09-17 23:59,ACSAC,https://www.acsac.org/2025/submissions/artifacts_competition/,Cybersecurity Artifacts Competition and Impact Award 2025,Cybersecurity artifacts published in all peer-reviewed venues. Notification - October 30.,"Honululu, Hawaii",Unknown,Not Ranked
None,August 12-14 2026,2026-03-31 23:59,Usenix Security Enigma Track,https://www.usenix.org/conference/usenixsecurity26/enigma-cfp,Enigma@USENIX Security 2026,Notification - May 13.,"Baltimore, MD, USA",Unknown,Not Ranked
None,May 18-21 2026,2026-02-24 23:59,IEEE,https://sp2026.ieee-security.org/nominations-cybersecurity-award.html,IEEE Cybersecurity Award for Practice 2026,None,"San Francisco, CA",Unknown,Not Ranked
None,May 12-15 2025,2025-05-12 16:59,IEEE Symposium on Security and Privacy,https://sp2025.ieee-security.org/cftalks.html,IEEE S&P Short Talk 2025,Primary deadline till May 02.,"San Francisco, California, USA",PDT,Not Ranked
None,June 30 2026,2026-01-05 23:59,The Web Conference (WWW),https://www2026.thewebconf.org/calls/phd-symposium.html,PhD Symposium at The Web Conference 2026,Notification - February 03. Has proceedings.,"Dubai, UAE",Unknown,Not Ranked
None,April 16-17 2026,2026-04-09 23:59,15th Privacy Enhancing Techniques Convention,https://fg-pet.gi.de/veranstaltung/15th-privacy-enhancing-techniques-convention,PET-CON 2026.1 2026,Free registration.,Karlsruhe Institute for Technology,Unknown,Not Ranked
None,,%y-12-31 23:59,ACM Transactions on Privacy and Security,https://dl.acm.org/journal/tops/author-guidelines,ACM TOPS 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,2026-02-02 23:59,Communications in Cryptology,https://cic.iacr.org,IACR CiC 2026,Notification in two months.,,Unknown,Not Ranked
None,,2026-04-27 23:59,Communications in Cryptology,https://cic.iacr.org,IACR CiC 2026,Notification in two months.,,Unknown,Not Ranked
None,,2026-07-27 23:59,Communications in Cryptology,https://cic.iacr.org,IACR CiC 2026,Notification in two months.,,Unknown,Not Ranked
None,,2026-10-26 23:59,Communications in Cryptology,https://cic.iacr.org,IACR CiC 2026,Notification in two months.,,Unknown,Not Ranked
None,,%y-12-31 23:59,Journal of Cryptology,https://www.iacr.org/jofc/,IACR JoC 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,IEEE Transactions on Computers,https://www.computer.org/digital-library/journals/tc/call-for-papers-general-submissions,IEEE TC 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,IEEE Transactions on Dependable and Secure Computing,https://www.computer.org/csdl/journal/tq/write-for-us/15068,IEEE TDSC 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,IEEE Transactions on Information Forensics and Security,https://signalprocessingsociety.org/publications-resources/information-authors,IEEE TIFS 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,IEEE Transactions on Parallel and Distributed Systems,https://www.computer.org/csdl/journal/td/,IEEE TPDS 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,IEEE Transactions on Services Computing,https://www.computer.org/csdl/journal/sc,IEEE ToSC 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,Journal of the ACM,https://dl.acm.org/journal/jacm,JACM 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,Journal of Computer and System Sciences,https://www.elsevier.com/journals/journal-of-computer-and-system-sciences/0022-0000/guide-for-authors,JCSS 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
None,,%y-12-31 23:59,Journal of Parallel and Distributed Computing,https://www.elsevier.com/journals/journal-of-parallel-and-distributed-computing/0743-7315/guide-for-authors,JPDC 2026,Accepts submission throughout the year.,,Unknown,Not Ranked
